address,points,boost
0x6Ac94393890db26FB51f958A939F65eFc6F3106a,57.34,0.1
0x1168e9e7b9bEB0E5e15cd63E6a0857d42963509B,56.85,0.1
0x14ce2BecA721249eAFd8d1D36F467dBcac63eE4A,56.18,0
0xbEB8Bef7C3007b5b5728b6C14c9f3388B21647Fa,55.5,0.1
0xF4F081E6904054a4bE390c1F3e1D75f189c5E94F,55.28,0.1
0x79b38923A31E6c9233FFdC02E4298dA858b17B9d,54.98,0
0xC458552bdbD8C60F32DB7B27bDb85D68169d7a45,54.7,0
0x3305787c6743C1BFd35F628dD60a03d4f5B57bFc,53.56,0.1
0xaaA6017f25dB2E28B1294A3884d52Ad5CfF1d2ff,52.48,0
0x48b576c87e788a762D6f95A456f2A39113b46950,52.28,0
0x97fb46e52f6136f1FE2e7AE4FDb579A865817033,51.71,0
0x3fd17E6F70DD11a40458eD18d7b4A32a36ff7fD2,51.46,0.1
0xfdE3546ab518953D779E96Ea0b680AD5D3Fbc925,51.17,0
0x0876C252DdBfE923d1B644B3db33bb6f1b45F417,51.15,0
0x6fDB054576588F2e918353Fadba7E5D25E634cF7,51.06,0
0x49C7A3cBbC273545f6730f369A49BfaDBE5cd5b1,49.86,0.1
0x8ed9b85c7D9df77A9028972EdFc3bC8aF1793e8a,49.86,0.375
0x0d3b3549b0A1a37d0AE833dcE15257b79b0bEce6,49.52,0
0xCe3E7B48915D09a821d6e129440d43dF71eb8b00,49.2,0
0xB6Be3E944cC2717EAd98C54A942825a11745E6A2,48.48,0.375
0xf4DB8B68C79e67c0F4eD745E068a1f3bf92470c3,47.8,0.1
0x3E5723dfcdA2342B4d6a054B8c1A29061ca58EfE,47.61,0
0x90018E80397bde195Ad0972CD4098a48d4Bf738c,47.29,0
0xD4803e1E051c8AB18b7e4A5E4bBB86893C14F852,46.91,0.375
0x553A91AeC0eDdecf479AfB758D729f8b38e95728,46.84,0.1
0x3375d4e9eDE9c1c21F3711cE6DE069A7c350d23A,46.41,0
0x0820b00e8669c170aAd61AD2A2f078487C130cfE,46.16,0.1
0xfe5F04433371A033bbDfb78c156416e8dA174140,46.1,0.1
0x999AF8F431F37c2dD5881d2b190432E2aC74Fb39,45.83,0
0xAAC1D0Fac1310C65Ad62B3cBe49eFc74C3567A73,45.57,0
0x3C4B15029F7B79909B17aF8B11c56bb9Be544742,45.54,0
0x3a81Fb40AAf1b66c9c12ca0031e6C300Ec517725,43.55,0.1
0x3dbcf4E270b5b1e9515dE1A6B1a67D965fE004C4,43.27,0.1
0xce3360d83267F6C46E3E01E922372b13f86a984A,42.34,0
0xD9555A8a6079Ca8a720028f280932811eC24fffa,42.34,0.375
0x33927AF2426D45244F8e29299ba0e346101dC46F,42.1,0
0x0E889af6e394e7FD9E5D3D555f217603015FF9FC,42.07,0.1
0x06E886e8226580951c55168Fbb618367fDc1Fb4F,41.73,0
0xcA872a55e76155AC709BBDCa93BB76d467508f47,41.45,0.375
0x7d2C48765c8552A8f15e3c07E59F97c0A6e84d36,41.42,0
0x7A721B58C0f49842EceA6F3c83a54710e6A8B2C6,41.37,0.1
0xC600fC8cfb264Fa52CA63ee9bcafd1C9c5E82657,41.18,0
0x51444a13b11ea2b5F92715f6aC14fFa1833Af035,40.4,0.1
0x9a3C23861aD4ed468C6B1886c970f397a3306BCb,39.88,0
0x39ae7477268078646FBc01Ef4c22c28e1c1785B9,39.5,0.25
0x3AB87c433a01DbfcBefF3B4e8f550fd7996dd388,39.31,0
0x503f176aE45a34384aC01749b1bDc4a60B7799c0,39.16,0
0x75442CF013302A8A0BA185c21a43c3D4DbFCA771,39.03,0
0x2c2F4Ee6583b8076cA0F24C1137488A1c933415C,38.61,0
0x12C34DF52E861D88c761a77064F2B6e4f1e11b57,38.26,0
0x6dedCE802a72425630E2C55C5483D4cDb2330591,38.02,0.1
0x0179a166b6B8da194A7632F2da1F30d523E0ee77,37.71,0
0x8e4379D9B5E4c7441499272BFe8E7583026151E0,37.64,0
0x5Bd8D0bA342ebbA9052B06fF814b4177834BF72A,37.62,0.1
0x96760814b73458dFDA483436b31CF521336b5cd0,37.43,0
0xE05546B8EE347D15F18163Ec363e9Ebd0B16dd58,36.9,0.1
0xFe58Fdf91731656aca8A5cCA3D357655Ae0098c9,36.55,0.1
0x93FdA96A98D4E794F1f07EC3cfFfd142884E0C41,36.55,0.1
0x2219C1Ec1e689676138Cf41a8efa5Aa33cca8346,36.46,0
0xb369BDd388f41cdD8512f6D44B7E9FF94b956A73,36.28,0.25
0x7Dd7BF37F27F9e88B1EDA282E1736eEcD1bB4BBa,35.88,0.1
0x89533db40bF2db556EC69D5b5b8dfdA175D0aB72,35.64,0
0x45E54F02CcC9121F701D29c565e74C942B1534A6,35.63,0.1
0xbfd5e0c8863a2994ED9B55E7D8B189C7B77967e6,35.13,0.1
0x3557Cc96a496c9aB3B5886fEa198Cf3acc3D0b06,34.79,0.1
0x09e1A0953F5C66E88eae7e0002647184640B1131,34.49,0
0x4eC464DF800EF52D4b3df1e15fD21900fC6192e7,34.13,0.1
0x6cf06e9a57B37E482DbFeE4fa94f1D4E4B4934F9,34.12,0.1
0xCcD134dbFa36BEccBa1698FA7838f8Ba0CA6Af65,34.01,0
0x866f37c0bB5ab7e7464e13E461c3d94f5CC7580C,33.89,0
0x63039350AD12835eF37C3AFcE86d3295435dF102,33.7,0
0xba6A9EC4c8FDD73Dfe3d0f0F8c7f80881022a509,32.75,0.1
0x2bCe541dB71509813B91DDcD079b39C4F81e4f10,32.72,0
0xD979194b5e5547d10aB6F4eC698B2622F390095e,32.71,0
0x0C87Dd6fa31b4b2341733E0eeA245B76BC10BDc1,32.56,0.1
0x034B80724Fb6767f4F9ad424460EBCb039C88B66,32.56,0
0x10970023193c982bD9FCc1fe310E44A7974FA9e5,32.5,0
0xaB1a4165f5950EEd3724BB22e8c0184B054c1098,32.26,0
0x09DD3a2dDB78537Fdc9110171C9a8cEFBC873592,32.2,0.1
0x8Cb881682EA5bdBF95dBf5415d87876060F6e138,32.12,0.1
0xC0fBf8593D42C5956f93b0dd826117836adCE790,31.94,0
0x35725eE9753dAbf1aa00c5dEAbc8a90F162c2911,31.84,0
0x2A0D311a56e91670de11E5Fc53efd3452c05f0C6,31.57,0.375
0x259503ab7Effd14E0b6a5efdF15cC10940ac04D3,31.42,0
0x12f10fd5252EbfaBcbF2701197F076ead6b1a258,31.37,0.25
0x7Ac6d25FD5E437cB7c57Aee77aC2d0A6Cb85936C,31.05,0
0x66b5add66367b486c5c6F6f5b44604986FEf4Fb3,30.99,0
0x5f26644676d651167bDA6fEcc08D888Dc81D36e0,30.87,0.25
0x427f69be89dBfeEE062B63fc1e92FFc596384f6F,30.83,0
0x71F3F2078c00B1c29780409C0d11606E616F9C4F,30.76,0
0x4fc5cFA574E9c9376C156A83CaEf15dFd60c9919,30.71,0
0x186F4B1B0eEf7995e17e949FdDc66A345d49E2B8,30.67,0
0x34Fd58DA7224A579f3dDd97F30C63D86fE77EAaA,30.62,0
0x9B070E35344Cc25BA4776CB0dc4AeD86938fF2be,30.45,0
0xf996bAd143E5bCd9bA769002F6008409aeF842Bb,30.43,0
0x9Eb0F942d92E62757678a572F215D6a210764E49,30.39,0
0x3d445cBB7E7A62ce050927aAd12920dc01087Bd6,30.35,0
0xC18027420cCC04996a9157CA4d68E2eAA4b472bd,30.31,0.1
0x96D1181C9ac053e8D3a55D5c9F7910df79ce3Ba2,30.31,0.1
0x2756943e0f411F89555De3a7dC203BdD4b93dA17,30.19,0
0xf1554b7dfE21C3eae45F993662237fc942965b47,30.11,0
0x5A72372dDA4967C9B6A84A023e2D0adD748d01B2,29.99,0
0x63E698985a544bda9b8B0666E4661C52A87A8FA1,29.81,0
0x624C5E9Bd9Ee8f4184c375ed3F9d78E71Ad9DFef,29.65,0.1
0x564a07489a09200E45f4dBd0aBFe3b9f6a7231Fa,29.63,0
0x945FDCF74A6aFdc3ef8BF068fd35FD273491507a,29.57,0
0x15256bD49E8Ad41eC270aAd89BACaA45c4E7B8D9,29.55,0
0x81c007fdaB11b8C3D35A4E9D3FA2bB50D8C7251C,29.51,0
0x7593911C6E738731F4E25FC001803e26Ed8895b3,29.19,0
0x507920a190Eb8FE0A9f75D3DEA73C7AB96D514E1,29.08,0
0x0273131d61439c3685eea414FA161a882329A29f,29.07,0
0xe056aF34791FdF148f5CdF08A2b7Cffcfab8A6FF,29.07,0
0xa27C38A3e064862b93adE781d7Ae149DB760cfA0,28.99,0.1
0x1c873397308Cee3a584B40b6E181ba158f81fBFA,28.94,0
0xfd7DBc187cE315c5b58B04978d6753AF49E9712f,28.88,0
0x8C05eC27dEFeb8391e6Bf0CB9d0423033B03681C,28.72,0.1
0x944b83dC362D86c096AFaa931d3F3E6fD39AB6C4,28.52,0.1
0xa2E31FD9A8f82C0Ecec6B7A73ECcd55ddf26c893,28.45,0
0xdC121e02758841797cA9759334f10D4464d5414C,28.38,0.375
0x625a2Fbd452813F01A54Eb91490bA464a810d2A3,28.04,0.1
0x5B11d18A62EF46FE2A8c49B0F449feaEA68D812F,27.82,0.1
0xa5d918C7216b4f4eA570DBCBFb4981e4dB6492A8,27.81,0
0xDA819cb1259AfAF3f128Ed551A6A74a2a6284995,27.79,0.1
0x73392FE7082EC15d9b8edba7d0574BaC2d8F3d0F,27.76,0
0x114fa89B8F9Ade182627c1921Cd01f19f172DEF0,27.69,0.1
0x68cD0976bAa3329396Ce059e04f3D969BaB4749c,27.49,0
0x3B03806541486eD807C9B679c4C7396e7646b142,27.25,0
0x113337fa0B82e920E03EDFB516Bb1C40dCbF7DA0,27.25,0
0x212d635e573502269C4a70f7A9e043E7d84984f1,27.09,0
0xd1Ff52b55D45548Cbb3d1F41E8Cf2c819C95deD2,27.02,0
0x2cAE966743F6b2DB7Be22e71Ae3c19c728a6e60B,26.99,0
0xA1DD43FBB56A9A3B0043dcEA6bEAAf10605Cb1f9,26.66,0
0x10FB171Ac0e1D2A2253248b94fF533C55d455df1,25.54,0.1
0x0c08D0575D42f5eB2F50f9361F98226b41458466,25.48,0.1
0x652735b2f55220915fC7b717608454e078a566b8,25.2,0.1
0x8F3E28B0ce68713D7AC8519166f0164AF8af9706,25.18,0
0x3cC6Cf9C0ebF74268A06a9bde7ed799e45c4641B,24.93,0
0xc997e39AD072f6f5857dFC84Bc529581139Dd25e,24.81,0
0x63cb09E56fad4b59635Ccb3747b9F5eF0e6B9873,24.72,0
0xa33d3b55C105DCA89B8846d7957635905c3f0171,24.63,0
0x5b35D65Bd1b041C747a3CC3c0786A0438F029432,24.2,0
0x151df1a58ac5f647307090BA0F42BF9099cBc7c2,23.67,0
0x56A211a44cf2E83e31a1a026c9e6423a086deE85,23.63,0
0xe7b4FE2F3e0a22e9f39fCAA272505554308b2ed6,23.44,0
0xAfAA9990ebD8F2C077b195B3100CDCC165f1beBb,23.34,0
0xD919fc42360CCF00a39268B22A4BfD6AB5390dD6,23.14,0
0xf78fa271F8cF9B8BbdB79cC5D5f11Db6eD386c38,23.11,0
0xc4571871Aa033c2ae0cB90Ca0DCf366825E4505b,23.09,0
0x59A78e86686CA2732dA96fC3220cbE8518623642,22.93,0
0x05763124cCF58A4e8C9ABf33422C98895324888f,22.86,0.1
0x8767F77f043354B173b8D21D152368419FAf4CE0,22.59,0
0x42fabc67c7271ACD3ff13060aB73369063432085,22.29,0
0xB87C6B8bEab8b4920589542bC44f1B1AA5Dbe73e,21.66,0
0x5007e540B7B732983d9F2346301F2dB0321110C2,21.53,0
0x56ED161f37C471d02cAB402153C892E59127ed84,21.12,0
0xD2899Db8958C6deB74149De0e369Ec7e3f48cD41,21.01,0.25
0xc3d7b458B4BD26D4975a758a8d57EE12e66347C6,20.84,0
0x4BA1517877086aeEB038D9190965c21E5fE73E48,20.63,0
0xB3e3DD94e2211B9Bd0E2EC92F23a56A2C5F04448,20.34,0
0x6b319d6645f8ca6911fD3f804CC05AAca284De7D,19.63,0
0x55ce5D044295B4De5379c264F6Fe166f13D65827,19.53,0
0x44CA3AeD5d3a07e370706a0F2D4D3dB9EE7C0bF7,19.52,0.1
0xB937e6a68cD591DF3ab1d72aC81e08704B34D0Ce,19.44,0
0x85A19cB9eC90EDc9fA457e1FB841160C420d0B1F,19.15,0
0x64D7346824e5F50766a1bBDF6B59Cb23cD877AFd,18.83,0.1
0xB99890F18D7740F74FDb80aF209c0104BEFA2b6D,18.81,0
0x21d842ae7fC2CE8F91cb559f146125368E78c625,18.78,0
0x7f127d2296087076177De50603F9dAC2f9eb6a05,18.73,0
0x78CF54b70AFA738bb571b1391c6d2f694321a231,18.06,0.375
0x6FF875652b11B9FB189A6738CA136182D86d0aB9,17.97,0
0x0e7A95F37825152f509e0f5723E5eaB92182f8d5,17.79,0
0xC29D741F474D02537974E0f32fB7ecFf53808F80,17.78,0.1
0x30b57FC89bC8d31bd82735ed7340c665C0584948,17.62,0.1
0xB90e5455Bbb7E0a4e6c82E2CDfDe0f241aAc491C,17.5,0
0x72a4f97293514D5bF41db352c38875aea4241Adc,17.46,0.1
0xc2039F088568444105EF6885D5107bc0155E5E0A,17.46,0
0x190B72eb864A41C00BE158Eb6CA7DaE26ef5bfc8,17.29,0
0x20fbC60F8E46F245AB41D9a557bE0a64BDA1f7ac,16.92,0
0x0f7D151996167C9274e9A4629F7DDA4FEDC4D4B4,16.19,0.25
0x7BA262c34686524121665017773711f73d7029d3,16.11,0.375
0xa6A997Cb4095F99267e4e388cC856EA172A94F8E,16.06,0
0x9e74c4D0DCdbE8dAd6dc85f13053523ce86fd700,15.85,0.375
0xe59C03F46515dDD7EEb1172456973a2ad223D027,15.75,0
0x77d8cE170bDE989da108069B95a369A4E264c96C,15.74,0.1
0xA067E2DbC70D1097e5BB52975324aD0FF39469dc,15.47,0
0x19214426Aa4D091D567B0DB09a4da1DdC45757c1,15.39,0
0x56597c64867980A672c67F7Eca238E0D5d675823,15.12,0
0xB5172cD486195C1062Dd818bBA53e66EdfC8001D,14.56,0
0xa63a7D4C6bc4b97278f9b63F191bA8A91828aEf3,14.48,0
0xa5A40C90Ca1cbeF59b9460250CF5E3dCfBDEBD2A,14.26,0
0x50A1E8DF1B0b1f749ae0A04d537e8aa9C07a1640,14.18,0
0x0F06CEF82777Ac827b2A79d93e95a77E40669a2f,13.78,0
0x9DE4043D09A979b1D883471572e58B9ea31Ac1c7,13.69,0.25
0x743bdb2690751c81dECfc0728e16bF72DB76DB68,13.51,0
0xC33b274A860fF544Ff12C0a6D213Be3B8C8B4140,13.41,0.1
0xfE7836B4c771994fe8054c887AB5D75291301852,13.35,0
0xEC594eE564F27818F64e42baDB3855B788D04aF2,12.33,0.1
0x7563F7ca23de5436b3a92F22Cc9c4692EAcD3a05,12.32,0
0x27fF4e1c68a7cedb408EB147ae404856307d938a,12.23,0
0xefd57126529502FCBA15EB20E23EBeBE1Db47c25,11.71,0
0x7c117E67cF4f31e382cda85506AD52Bbf67c9153,11.33,0.1
0x93d2ABC7039e2F0e755ff41619BF566301132392,11.07,0
0x33201a3dD681714305377C8359058F83D9D5E178,10.91,0.1
0xBaf27f82abE9Fc1ad44d020F566555B5c6865aae,10.44,0
0x06D0123Ae45728Af37bddE165B8949C961Ce6825,10.2,0
0x06d0A2c7e4f85CBB30D5bBccB39E6672304a30a6,10.11,0
0xD6d38C077302034d620209de162Eb48542D3D2A2,10.01,0
0x201a1BADEde237f47A93e3B77085209DCa5D7248,9.88,0
0x01F649FB8bDAf06D28095ced5CBa581c7eEE8180,9.88,0.375
0xc8d20e9938a868529Af560d6f130f652fc644471,9.83,0.1
0x704CA3667e8216047CD96864AA950667eE809678,9.72,0
0xD5162d0b8A1dAE81149721BAB52D6D94223fefbC,9.54,0
0x3E34fF568dae76c27dD730cB6AE09dAcA30bb8B9,9.32,0.1
0x5ECA6be9911E2666ae133D3d31da5a868240BD2F,9.29,0.375
0x5b4f2Eb8009544de68d35f7Ba950a11f0d7678fa,9.25,0.1
0x923579A985041abE121Dce50Df83d2f36f5000f7,9.11,0
0x1Bec4f239F1Ec11FD8DC7B31A8fea7A5bA5a9Aa4,9.02,0
0x49F86dEFbe8BF4CC16F6d6F52859ACa40E260940,9.02,0
0x9c74D86fbaE1A69940E7D85b73Ee2b994B4B79F5,9,0.25
0x5C3Ee3c6D3DdAEFfA9C097a5FF7Ab0936EcfD9BC,8.82,0.1
0xeb35F4d4B8dd9e6Ffbab2C9c088a15Ae80d151F5,8.71,0
0x5112eD7c67aD7E6D3c61dA1139fe61675F1D4b48,8.59,0.375
0xF6f651b8d173Cef569e0752a5260D7338eDF2211,8.28,0
0xAD0FcB5d63231e30f8F0349527fc732fea74FF28,8.22,0
0xbCA5996EDdEdB1cBa973ed5831a6e3D8094CBB68,8.22,0
0x99B483707726f5cf490d07BDBcbc7e59C8b29f97,7.72,0
0xcf4bA89576Aef79f3D73C7feF3A9d9446d6d8DFb,7.59,0.1
0x8d7C32Bc8195Ff14B2bC89a579F4733dc3eb9473,7.5,0.375
0x0DB690fd7bF79c2802aD66b76Bc9a03D569ACADA,7.47,0
0xdE17d5B7eB72746d75Ae6092aebD83d6f495e2FC,7.38,0.1
0x5D40eEA672f81447a72af6F4770CE682dA7d0808,7.28,0
0x9FaBea6E1A9C0822b8318cCFF101E6427FB6fA4d,7.28,0.375
0x453BbD4fA3d2E085Cd5Aa780476C7af54812B106,7.11,0.1
0x7444DF0fF47828c107fa32f8ed5370F3870209Bc,7.06,0.25
0x63C3405dA16cd6E0159ABB7c10f4588B9b9F4e25,6.85,0
0x1403dE3dC4B8797be4B748f04a151D4368000000,6.79,0
0x99d74eE1C2C2B5899B67aB4B84D65d89BeAAf0A1,6.69,0.25
0x3D59cAf1ead5C9ad8F2581ad37C6cC49B5020BDC,6.66,0.1
0x015685B46C72A9b34597f2D5CF9afeE4Db2C3ED4,6.63,0
0xC5E7380C3B7AdF56c0531598945828586475A549,6.55,0
0x10528BBD751f20a3eE623b0695ab24D1630A2630,6.44,0
0xFd0C5073f7189095861237A9E3eFA63969AF117a,6.39,0
0x9fE1381bbf84Af2BD3d1c1EE48EeD57e475f3F30,6.34,0
0x46362F3455A5604f29dF0Ca4E3F3d223bc59d9c7,6.23,0
0x3012C89F2401eDE332534418093F90CcB7e81165,6.18,0
0xE08d3A0cAB956d899b7A32a54b7B6FD81C188752,6.17,0.375
0xc1fA9C4c013095eF2C2009c7136b990Ab7D3dA61,6.15,0
0x20F41beeE501a2306F84F27065Ae0965785afE37,6.08,0
0x7994bdF209070B8602a27299135095eC3DC39577,5.98,0
0xBeE825f08b2c6251a2622662dE5A1a6f2F0C178d,5.98,0
0x84FB03CDa03203f0b9DCd167EC5eb0cB63A0633e,5.92,0
0x92b13eC6a8a3e06dE1A8FADfe59A147F8e53f35B,5.91,0
0x1935Cbd7eA1bB3c8fd0B06bfD168f473dF5b0eC7,5.72,0
0x0aecc3B5f54E3BB62cB8E2Da737114Cc518b5Bf0,5.51,0
0xF30C36Bb50aceDdE9eC53d43621DB47208fe1DF1,5.35,0.25
0x7Db61477d019AEbAAbe8D763d48c5906e4Db2316,5.12,0
0x2F1e99409710BF32F3153234D88dd30d3A6fbd10,5,0
0x7245cACae8F72cfB0e169da59D28F1afBBc79831,4.82,0
0x93b3a8490228Dc75fDdff5B07b2382ab5ea82642,4.81,0.1
0x97b68d4094fAc31847A5f33CDFfb7D027D783592,4.79,0
0x2cD6d8a7481faC96f811AD2CebDC451213a164C8,4.52,0.1
0x8007D717bC3C5952432eB96c8cE8A3DdaC8E3AC7,4.4,0
0x9233FB6fFCdb2B87DeC8bA8DBb18113F9f1544F2,4.32,0
0x6d2d7C664eC1f3F4F41E215143e1fC1e68AF43D9,4.25,0
0x676c5703085f0f1a6a3640382bDeF95e4fefB5a0,4.24,0
0x6a87234BaFCC122e98984f8737b328A36537d6EE,4.17,0
0x55DF987eAD05ef3A6e68A60a947028dABc19F92A,4.05,0
0x31D75bA3eF67269dD39AEA72FB8eD1267C41465d,3.99,0.1
0x36051d2AC9acd9A45E3C77bF9afaFCC5D1058Ba6,3.68,0.25
0x068419675E69Af14f52D80Ca63aF485F77e7450E,3.65,0
0x2A2989BBE2B1795952a85Bc8b047D1Cab560337E,3.62,0.375
0x9f4D3B6628f3080D44D9956B8978Afc32b3F060F,3.54,0
0x6587c456e236258d19D91bbcfbB21ac9CC596313,3.42,0.1
0xa50cE953E27656003F7633B72b734Aa020B9c5AA,3.33,0
0x2fef669BE594611c595FaB3D2046171c4ACB78CF,3.33,0.1
0x7B819482b053435B0719Dc4b1EeACF5B9eA7708e,3.19,0
0x6A7145e5b700eE3D15Ec0CE5cAA72583Ab1761AD,3.17,0
0xc881C16123eb7715d85E0cc9AFa4018b81993249,3.12,0
0x739BC239E5f28A397579e4cBDc5c9E2f832e52A9,3.11,0.25
0xacafb5FDec567711D142aB977B61d75DcF9480A4,3.11,0
0x31ebDb9b4A293425429e4b425F2856d7ABF4521f,3.01,0
0x461aC5bed597901e298B5B7f22Ac4390CdFAEb6B,3,0.1
0x6d498099a492636da0f5d1FA0f8dBEA7c1733C6a,2.96,0
0x091B6C9557C5995A0AC4B900034cA322127f8cE6,2.89,0
0x95B16ff517FABce51d50f11D1eCadF8754410EfF,2.88,0.25
0x3Ec3EC71EC44c8916bB542E6a72bfeA736f8374B,2.75,0
0x1361849c7CCdd471032D3D4D86c452cF5a6dE1c7,2.74,0.25
0xc3A13041FaFCf859d628F9246AF5FdD9B2424638,2.66,0.1
0x6C31E6Fc9Ab40f9591fe2eA85B737897521c44d5,2.64,0.25
0x019C6DA995d8d15A984b61cE3992bB96d36ADAd7,2.64,0
0xE639b2D18Fc4AA7788b62DEDc4D1DB6984008060,2.62,0
0x1Ee055f5DD97066Cfa4252EcfE13D05572e45220,2.62,0.1
0xF17dF007C5065596Fa1c40685c5bdC9fD8FB71DC,2.61,0
0xB726046fDb55962e7Bf607868dFFB93fC67024C4,2.58,0.25
0x8D902b044257291296CbA7D1cEdBaC2dA39562A3,2.58,0
0x88016C442Af3BC0A2FFE6F180e1f2a6e27289D9C,2.54,0
0xBD5Bb2598CD283Dc0A5ed81c7BcfdEFc28E8c0d1,2.52,0
0x91D94428dDbdE3814E1C069db455B47fa15D8EF3,2.32,0
0xE108AeD82e70de86fC4df9451359bB5EFBE98e0d,2.3,0
0x321CAC31fDA3457f9F835B348883d859352ac9BB,2.25,0
0xA3b88d3a4A05bCc3FC66985CA3f8D5dAAb9d5297,2.18,0.375
0x9ece7CB36E56fc18e05fb3d7893E9BBa73Ea7F62,2.16,0
0x2A3b7CF00c464181f79F68B8066FC4A36Ab5d8aC,2.1,0.375
0x0699754eEFCd31F7c048E867fd8F028B6f9Bd154,2.03,0
0xAd5b2f61F4F665C40c57DDD8B4f947b9a499dB92,2,0
0xBcf061888b6Ee482271027C1A185721e50F06FeA,2,0
0xA591f1035e5aE3c45A536C55Bc5F92742fb3C81D,1.98,0
0xC85d2C5C57de64FEbf2bC3bF221851beF76Fc8ae,1.92,0
0x068c5607c600fe6feFB7D944b24fCD043B45084d,1.92,0
0xFdb51D45070B5185def506a0a28b010Bb1a54Cb9,1.9,0
0xF37778bd7A7C909C32C83A7C51371CC101ae8cc1,1.87,0
0xE9069e8e46c184f4a6b71a9a03fF8ec12A622E22,1.84,0
0xeF617E6eAA955597bBCbF6078820cE8B1D16D5B9,1.83,0
0xd9278f2251D1b849f336aa581600667A2229e73D,1.81,0
0x4E04269fe685aD6f8E5b802eD194FFDF3ab4b006,1.81,0
0xc5E7aD9c34f1643A98eDc1cE055a8E47582E40CC,1.8,0
0xEd373751603934BD3702502CBf13E9D35A634F31,1.8,0
0xAd4D61076479C71C2e7FaacA0a9C5540aC6a8Ee7,1.79,0
0x7782bBc9EC47e9E24435BC4343Cf87B450cec6Ce,1.79,0
0x659A422c7CA7b74784ef61366656BD54A330Fb54,1.79,0
0x068219c81ec0E517567280275c3CCA54127aE256,1.79,0
0x70C1F8d817d3014f147FE927C07d97Fa7B3239ED,1.79,0
0xABed02fd1EA2E3D93FB68D0c0ca0E1F395De9bf0,1.72,0
0x270A9458F074c6D5C86a31444828F270BD14FF54,1.71,0.375
0xb0684334Aa6fF99ED7613D4Ec1E2B91922D3ef9e,1.7,0
0xe527A961039b81CEcb19977B26D9F3e284016f33,1.61,0.25
0x713cCC9aEa26dBFDe11E21D53b6b61101A3Bd1Bb,1.58,0
0x75519352a702Ee9d682a1bBc39b5CeACb376A82e,1.47,0
0xe5682564e3a96Ef7CC7110417e7B6031bFf086fa,1.43,0.375
0x362F5e54b58269f28c5D4B40243a3C1c8292Ffe5,1.37,0
0x3d7b6020c392f27022f627c50E04655951c0cb71,1.36,0.1
0x1597cAD80c3C26b55dA0617D52239c383bC335A5,1.35,0
0xE0e5b56B423D9A6bE46d24E1ac0134436bE5B9C8,1.3,0
0x712C72bed7b59D892Cb17d50bAeB53a953AB8cf9,1.29,0
0xf6938CF00071f12E9C1129e3C47e1f6ab3C6B2F3,1.29,0.1
0x0c853A3362Ed69b7afe062fB211716Ec492Ef408,1.27,0
0x85D0f0Af53B0dEbb00110ffB99c50Ba7E70132aC,1.26,0.1
0xF8cCb0F5785a7201d46ed1F8Adf9c0be615D438d,1.22,0
0x107D6e2B1035d44fe165A9c1f7ef4565e4D9a4fA,1.16,0
0x537c797d0251799cEe63Ba53C220AC1D46E5e4AE,1.14,0
0x038472F8cF14C059609E46558453F057681f0191,1.1,0
0x89585A9D4a6AE37B193e2c32802832Bb6E4EC015,1.1,0.25
0xB68919b9cC810C2160CE4B9f8824e56EE09f0019,1.08,0.375
0xad6094dE12998F85ed5148D9129632Abe842478c,1.05,0
0xE757462E6998CB43413ef13654928Bb15f464228,1.04,0
0xa5c7539c590B7EcA88f998eD1D4fB609FFa9b891,1.03,0
0x036Cf1DF58fE4eEbfa1e0375Ea85E1046c306A58,0.99,0.25
0xEa6F9Cd0674D091fb802300B774BbC18443eaF84,0.99,0
0xcCc3D091ab63DC9B23159CF9d165D18a3817CcF2,0.96,0
0xe4dCE06a1DA6481CeC8d6D000d8C3eF99229AEB6,0.92,0
0x61EFdf769c5103b8f0ef0875213664Cef4347623,0.91,0
0xDa7EDE07282fb772739C6E7929c3CAB2d7E95535,0.88,0
0x52Bc1b2f6FB67046e338a79b49E71EB765228591,0.73,0
0x7f31d6429E90400a642636186a355D318EEbEb68,0.72,0.25
0xC03172Bca4630A898B38CC9BA55C69493C6F46b7,0.72,0.375
0x7B39fA63a460C10AdD0328f39D221eBFeB6A2C49,0.69,0.375
0x04102bE418d218755637242f37DC1E1127B09Bf0,0.64,0
0x27F49DC46b85FaA02299E0070A99Efaa8AC5A1cA,0.61,0
0xeE6c0d7b07647Ac8B03ca834F8aA844E97f32A04,0.52,0
0xa113EEF43e6F165cCfF18A1AB61fF25942aa5615,0.52,0.375
0x8D80a0474759B6c9f10379f904f08fDD06A6969C,0.5,0.25
0xaFF849a5E0be647d0a095563859B66E4BA07b060,0.49,0
0x63E9ed04974203e52F1B00EbdC637Ff0cb8c4639,0.37,0.1
0x25F124AE8C91190267cDceEd0eD4d00D7FC72075,0.37,0.1
0x1039A2b48240047D01dB70F773dBE30CF538e734,0.36,0
0x47b3638236b40b07C2Ce78209eb8100b13E32810,0.32,0.1
0xb03F2dE1cdF72B30e598Ef4f69564550c0f84763,0.3,0.1
0xAc98462211C4d63ddBC24A84e504C17fFA2ed167,0.3,0
0x91C108a590A2D042b5224d8427e141caB51a7bb1,0.28,0
0x94C733265B84E792d52159ac29ed20d9928CAAc6,0.26,0.25
0x53aC811757C0691C9b918FabD9d44fE82fB7743B,0.25,0.1
0x46Bf0ae7899db010d2aeDAE66F9cba5266B62AF3,0.23,0.1
0x304279cb95f6206A14a2f7bcD1c1ba3ee4eB8529,0.22,0
